pi_rx_time_ns,topic,type,node,protocol,exp,seq,trigger,t_local_us,wifi_rssi,rtt_us,old_state,new_state,ha_time,event_id,ha_context_id,mqtt_retain,pipeline_version,pi_time_s,ha_time_s,raw_delay_ms,norm_delay_ms
1774942942762793000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:42:22.792053+03:00,01KN1DFXGAGZJ8FXP29MJMTPM6,01KN1DFXGAGZJ8FXP29MJMTPM6,0,0.1.1,1774942942.762793,1774942942.792053,-29.259920120239258,1.6372203826904297
1774942945497236000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:42:25.529387+03:00,01KN1DG05SQNJT7GJND10VNJVE,01KN1DG05SQNJT7GJND10VNJVE,0,0.1.1,1774942945.497236,1774942945.529387,-32.150983810424805,-1.2538433074951172
1774942948185881000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:42:28.218020+03:00,01KN1DG2SWEVK2VXCPF34WAXVC,01KN1DG2SWEVK2VXCPF34WAXVC,0,0.1.1,1774942948.1858811,1774942948.21802,-32.138824462890625,-1.2416839599609375
1774942950956240000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:42:30.979330+03:00,01KN1DG5G24CMRCM8Z3VXN980M,01KN1DG5G24CMRCM8Z3VXN980M,0,0.1.1,1774942950.95624,1774942950.97933,-23.090124130249023,7.807016372680664
1774942953485813000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:42:33.517655+03:00,01KN1DG7ZGV2KAK91GV96H1YVH,01KN1DG7ZGV2KAK91GV96H1YVH,0,0.1.1,1774942953.485813,1774942953.517655,-31.84199333190918,-0.9448528289794922
1774942955758707000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:42:35.779138+03:00,01KN1DGA633B0090HJBXAQZTJ1,01KN1DGA633B0090HJBXAQZTJ1,0,0.1.1,1774942955.758707,1774942955.779138,-20.431041717529297,10.46609878540039
1774942958207192000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:42:38.227892+03:00,01KN1DGCJNH6YNE94FTMGWH0XS,01KN1DGCJNH6YNE94FTMGWH0XS,0,0.1.1,1774942958.2071922,1774942958.227892,-20.699739456176758,10.19740104675293
1774942960853056000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:42:40.885364+03:00,01KN1DGF5QWQE3E6SJWFJGSBHM,01KN1DGF5QWQE3E6SJWFJGSBHM,0,0.1.1,1774942960.853056,1774942960.885364,-32.308101654052734,-1.4109611511230469
1774942963773338000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:42:43.802120+03:00,01KN1DGJ0W10TP7APGMGD49S47,01KN1DGJ0W10TP7APGMGD49S47,0,0.1.1,1774942963.773338,1774942963.80212,-28.781890869140625,2.1152496337890625
1774942966426243000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:42:46.452907+03:00,01KN1DGMKP4KN6X7GCDZJCMKSX,01KN1DGMKP4KN6X7GCDZJCMKSX,0,0.1.1,1774942966.426243,1774942966.452907,-26.664018630981445,4.233121871948242
1774942968782866000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:42:48.815080+03:00,01KN1DGPXGC2S5C8X4KHRN56Y0,01KN1DGPXGC2S5C8X4KHRN56Y0,0,0.1.1,1774942968.782866,1774942968.81508,-32.21392631530762,-1.3167858123779297
1774942971137432000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:42:51.169480+03:00,01KN1DGS6XNHBWQ8MZQ8VKT8Q5,01KN1DGS6XNHBWQ8MZQ8VKT8Q5,0,0.1.1,1774942971.137432,1774942971.16948,-32.04798698425293,-1.1508464813232422
1774942975296880000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:42:55.328700+03:00,01KN1DGX933F6Z53Y83KFA7NWT,01KN1DGX933F6Z53Y83KFA7NWT,0,0.1.1,1774942975.2968802,1774942975.3287,-31.819820404052734,-0.9226799011230469
1774942977849389000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:42:57.881509+03:00,01KN1DGZRV4SJ0M32FMVKP7ZD4,01KN1DGZRV4SJ0M32FMVKP7ZD4,0,0.1.1,1774942977.849389,1774942977.881509,-32.1199893951416,-1.222848892211914
1774942980418768000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:43:00.451015+03:00,01KN1DH280WR3TMNRME96KPX0T,01KN1DH280WR3TMNRME96KPX0T,0,0.1.1,1774942980.418768,1774942980.451015,-32.247066497802734,-1.3499259948730469
1774942982620064000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:43:02.649166+03:00,01KN1DH4DS7V8Y3BPD92BRDDR8,01KN1DH4DS7V8Y3BPD92BRDDR8,0,0.1.1,1774942982.620064,1774942982.649166,-29.102087020874023,1.795053482055664
1774942984966148000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:43:04.995708+03:00,01KN1DH6Q7V9GRVRET81Z13TWA,01KN1DH6Q7V9GRVRET81Z13TWA,0,0.1.1,1774942984.9661481,1774942984.995708,-29.559850692749023,1.337289810180664
1774942987169267000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:43:07.193416+03:00,01KN1DH8VSK7H7539Y002J9JCJ,01KN1DH8VSK7H7539Y002J9JCJ,0,0.1.1,1774942987.169267,1774942987.193416,-24.149179458618164,6.747961044311523
1774942989483521000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:43:09.515329+03:00,01KN1DHB4333Z9D9FNS49B4QRC,01KN1DHB4333Z9D9FNS49B4QRC,0,0.1.1,1774942989.483521,1774942989.515329,-31.807899475097656,-0.9107589721679688
1774942991655456000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:43:11.687647+03:00,01KN1DHD8BV026569WMBS5JQVM,01KN1DHD8BV026569WMBS5JQVM,0,0.1.1,1774942991.655456,1774942991.687647,-32.19103813171387,-1.2938976287841797
1774942993698792000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:43:13.730829+03:00,01KN1DHF85KBCHRCVEYSSVFSRG,01KN1DHF85KBCHRCVEYSSVFSRG,0,0.1.1,1774942993.698792,1774942993.730829,-32.03701972961426,-1.1398792266845703
1774942995881872000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:43:15.913887+03:00,01KN1DHHCCPMZMEY9Y8ZQG68EB,01KN1DHHCCPMZMEY9Y8ZQG68EB,0,0.1.1,1774942995.881872,1774942995.913887,-32.015085220336914,-1.1179447174072266
1774942997991119000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:43:18.023081+03:00,01KN1DHKE8E5GFBSM6P34R6SSG,01KN1DHKE8E5GFBSM6P34R6SSG,0,0.1.1,1774942997.9911191,1774942998.023081,-31.961917877197266,-1.0647773742675781
1774943000168025000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:43:20.198041+03:00,01KN1DHNJ8W6EWC71RPYVE017D,01KN1DHNJ8W6EWC71RPYVE017D,0,0.1.1,1774943000.168025,1774943000.198041,-30.015945434570312,0.881195068359375
