pi_rx_time_ns,topic,type,node,protocol,exp,t_local_us,bus_v,current_mA,power_mW,wifi_rssi,mqtt_retain,pipeline_version
1776100627442188000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,156908541,5.04125,65.66106,332.2137,-29,0,0.2.1
1776100627542346000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,157008509,5.0425,65.66106,332.2137,-29,0,0.2.1
1776100627640565000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,157108457,5.04125,65.56336,315.1145,-35,0,0.2.1
1776100627740691000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,157208522,5.0425,66.05191,332.2137,-29,0,0.2.1
1776100627841831000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,157308535,4.875,144.2198,703.5114,-36,0,0.2.1
1776100627940358000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,157408501,5.0425,65.56336,332.2137,-35,0,0.2.1
1776100628040568000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,157508530,5.04125,65.85648,332.2137,-29,0,0.2.1
1776100628140260000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,157608478,5.0475,65.75877,332.2137,-30,0,0.2.1
1776100628240555000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,157708493,5.04125,65.85648,332.2137,-30,0,0.2.1
1776100628340542000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,157808472,5.0425,65.56336,332.2137,-29,0,0.2.1
1776100628440202000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,157908457,5.04125,65.85648,332.2137,-29,0,0.2.1
1776100628540658000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,158008483,5.04125,65.75877,332.2137,-36,0,0.2.1
1776100628640524000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,158108468,5.04125,65.66106,312.6718,-30,0,0.2.1
1776100628740683000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,158208491,5.04125,65.85648,332.2137,-29,0,0.2.1
1776100628840653000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,158308524,4.9425,140.5069,696.1832,-30,0,0.2.1
1776100628940726000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,158408550,5.0425,65.75877,332.2137,-30,0,0.2.1
1776100629042073000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,158508478,5.04125,65.66106,337.0992,-30,0,0.2.1
1776100629140906000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,158608516,5.0425,65.95419,332.2137,-29,0,0.2.1
1776100629240483000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,158708493,5.04125,65.85648,332.2137,-29,0,0.2.1
1776100629340727000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,158808533,5.04125,65.75877,327.3282,-29,0,0.2.1
1776100629440710000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,158908485,5.04125,66.24732,337.0992,-29,0,0.2.1
1776100629542216000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,159008509,5.04125,65.95419,332.2137,-29,0,0.2.1
1776100629644829000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,159108485,5.04125,65.75877,332.2137,-30,0,0.2.1
1776100629747731000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,159208483,5.0425,65.85648,337.0992,-35,0,0.2.1
1776100629841055000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,159308492,5.0425,66.05191,332.2137,-30,0,0.2.1
1776100629940860000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,159408522,5.04,65.95419,332.2137,-30,0,0.2.1
1776100630040715000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,159508470,5.04125,65.85648,332.2137,-29,0,0.2.1
1776100630140704000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,159608546,5.04125,133.5695,652.2137,-29,0,0.2.1
1776100630240536000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,159708468,5.04,65.95419,332.2137,-29,0,0.2.1
1776100630340568000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,159808512,5.04,65.95419,320,-29,0,0.2.1
1776100630440276000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,159908478,5.04125,66.14961,337.0992,-30,0,0.2.1
1776100630540402000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,160008463,5.04125,66.05191,332.2137,-29,0,0.2.1
1776100630640586000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,160108493,5.04125,66.05191,332.2137,-30,0,0.2.1
1776100630739596000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,160208540,5.04125,65.85648,337.0992,-29,0,0.2.1
1776100630840564000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,160308457,5.0375,66.05191,332.2137,-30,0,0.2.1
1776100630940581000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,160408472,5.04125,66.05191,332.2137,-30,0,0.2.1
1776100631040624000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,160508505,5.04125,65.95419,327.3282,-29,0,0.2.1
1776100631142866000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,160608495,4.8725,149.3008,727.9389,-29,0,0.2.1
1776100631240965000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,160708494,5.04125,66.05191,332.2137,-30,0,0.2.1
1776100631340685000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,160808512,5.04125,66.05191,307.7863,-29,0,0.2.1
1776100631444302000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,160908494,5.04125,66.05191,337.0992,-29,0,0.2.1
1776100631540560000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,161008463,5.045,66.14961,332.2137,-29,0,0.2.1
1776100631640658000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,161108485,5.04125,66.05191,332.2137,-36,0,0.2.1
1776100631744064000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,161208512,5.0425,66.05191,337.0992,-30,0,0.2.1
1776100631840459000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,161308478,5.04,66.24732,337.0992,-29,0,0.2.1
1776100631940638000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,161408546,5.04125,66.14961,332.2137,-30,0,0.2.1
1776100632040765000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,161508512,5.04125,66.05191,320,-29,0,0.2.1
1776100632144671000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,161608496,4.87125,140.7023,688.8549,-29,0,0.2.1
1776100632246429000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,161708478,5.04125,66.14961,332.2137,-35,0,0.2.1
1776100632340605000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,161808483,5.04,66.14961,332.2137,-35,0,0.2.1
1776100632440875000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,161908555,5.04125,66.14961,337.0992,-29,0,0.2.1
1776100632540693000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,162008520,5.0475,66.14961,332.2137,-30,0,0.2.1
1776100632640684000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,162108515,5.04125,66.24732,332.2137,-30,0,0.2.1
1776100632740288000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,162208540,5.04,66.14961,332.2137,-30,0,0.2.1
1776100632841576000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,162308532,5.04,66.14961,337.0992,-30,0,0.2.1
1776100632940715000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,162408550,5.04,66.14961,332.2137,-30,0,0.2.1
1776100633040571000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,162508512,5.04,66.14961,312.6718,-30,0,0.2.1
1776100633140756000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,162608575,4.87625,144.6107,715.7252,-35,0,0.2.1
1776100633240708000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,162708515,5.0425,66.05191,332.2137,-29,0,0.2.1
1776100633340967000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,162808480,5.04,66.14961,332.2137,-29,0,0.2.1
1776100633440613000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,162908496,5.04,66.14961,332.2137,-29,0,0.2.1
1776100633540549000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,163008480,5.04,66.14961,332.2137,-35,0,0.2.1
1776100633640616000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,163108505,5.04125,66.14961,332.2137,-29,0,0.2.1
1776100633740512000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,163208520,5.04125,65.95419,320,-30,0,0.2.1
1776100633848160000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,163308494,5.04,66.14961,337.0992,-30,0,0.2.1
1776100633946132000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,163408476,5.04125,66.14961,332.2137,-29,0,0.2.1
1776100634048289000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,163508512,5.04125,66.14961,332.2137,-30,0,0.2.1
1776100634140548000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,163608509,4.97375,144.6107,337.0992,-30,0,0.2.1
1776100634241492000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,163708543,5.04625,66.14961,332.2137,-30,0,0.2.1
1776100634340661000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,163808522,5.0425,66.34504,337.0992,-30,0,0.2.1
1776100634440622000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,163908505,5.04125,66.14961,632.6718,-29,0,0.2.1
1776100634540515000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,164008520,5.04125,66.05191,332.2137,-29,0,0.2.1
1776100634640735000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,164108515,5.04125,66.05191,332.2137,-29,0,0.2.1
1776100634740678000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,164208483,5.04125,66.14961,312.6718,-29,0,0.2.1
1776100634840750000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,164308516,5.04125,65.95419,332.2137,-29,0,0.2.1
1776100634940212000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,164408483,5.04375,65.95419,332.2137,-29,0,0.2.1
1776100635039988000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,164508512,5.04125,66.05191,332.2137,-30,0,0.2.1
1776100635140771000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,164608491,5.0375,66.34504,337.0992,-29,0,0.2.1
1776100635240590000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,164708505,5.04125,66.05191,332.2137,-30,0,0.2.1
1776100635340758000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,164808546,5.04125,66.14961,332.2137,-30,0,0.2.1
1776100635440649000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,164908457,4.87375,90.47938,715.7252,-36,0,0.2.1
1776100635540861000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,165008530,5.04125,66.24732,337.0992,-29,0,0.2.1
1776100635640443000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,165108516,5.04125,66.05191,332.2137,-29,0,0.2.1
1776100635740295000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,165208491,5.04125,66.05191,332.2137,-29,0,0.2.1
1776100635840441000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,165308512,5.0425,66.14961,332.2137,-28,0,0.2.1
1776100635940717000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,165408520,5.04625,65.95419,332.2137,-30,0,0.2.1
1776100636041586000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,165508468,5.04125,66.24732,332.2137,-35,0,0.2.1
1776100636140601000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,165608547,5.04,66.14961,332.2137,-30,0,0.2.1
1776100636240693000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,165708488,5.04125,65.95419,332.2137,-29,0,0.2.1
1776100636340997000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,165808501,5.04125,66.05191,332.2137,-34,0,0.2.1
1776100636440511000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,165908490,4.87125,149.1053,669.3129,-30,0,0.2.1
1776100636542278000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,166008497,5.04125,65.95419,332.2137,-30,0,0.2.1
1776100636640628000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,166108468,5.0425,65.85648,332.2137,-29,0,0.2.1
1776100636740643000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,166208493,5.04125,66.05191,332.2137,-30,0,0.2.1
1776100636840442000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,166308493,5.04125,66.05191,332.2137,-35,0,0.2.1
1776100636940668000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,166408483,5.04,65.95419,332.2137,-30,0,0.2.1
1776100637040086000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,166508541,5.04125,66.05191,332.2137,-29,0,0.2.1
1776100637142422000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,166608468,5.04,66.05191,320,-29,0,0.2.1
1776100637240719000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,166708543,5.04,66.05191,332.2137,-30,0,0.2.1
1776100637340731000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,166808501,5.04125,65.95419,332.2137,-29,0,0.2.1
1776100637440539000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,166908528,4.88375,145.8809,713.2824,-30,0,0.2.1
1776100637540829000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,167008483,5.04125,66.14961,332.2137,-29,0,0.2.1
1776100637642745000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,167108524,5.045,65.85648,332.2137,-30,0,0.2.1
1776100637739487000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,167208486,4.87,144.8061,703.5114,-30,0,0.2.1
1776100637840956000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,167308522,4.865,149.203,715.7252,-29,0,0.2.1
1776100637940747000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,167408522,5.04125,65.85648,332.2137,-30,0,0.2.1
1776100638042752000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,167508488,5.0425,65.95419,332.2137,-29,0,0.2.1
1776100638145810000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,167608497,5.04125,66.05191,315.1145,-30,0,0.2.1
1776100638248637000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,167708524,5.04,65.66106,332.2137,-30,0,0.2.1
1776100638340774000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,167808472,5.0425,65.85648,332.2137,-29,0,0.2.1
1776100638440770000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,167908480,4.965,142.8519,708.3969,-29,0,0.2.1
1776100638542244000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,168008533,5.04125,66.05191,332.2137,-29,0,0.2.1
1776100638640695000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,168108470,5.04125,65.75877,332.2137,-30,0,0.2.1
1776100638740726000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,168208560,5.0425,65.85648,332.2137,-29,0,0.2.1
1776100638840469000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,168308457,5.04125,65.95419,320,-29,0,0.2.1
1776100638940779000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,168408540,5.04125,65.75877,332.2137,-30,0,0.2.1
1776100639040706000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,168508478,5.04125,65.85648,332.2137,-29,0,0.2.1
1776100639140725000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,168608462,5.04125,65.95419,332.2137,-29,0,0.2.1
1776100639241655000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,168708478,5.04125,65.66106,332.2137,-29,0,0.2.1
1776100639340689000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,168808493,5.04375,65.66106,332.2137,-30,0,0.2.1
1776100639440638000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,168908468,5.03875,66.05191,332.2137,-30,0,0.2.1
1776100639540835000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,169008522,5.0425,65.95419,332.2137,-30,0,0.2.1
1776100639640578000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,169108535,5.04125,65.56336,332.2137,-29,0,0.2.1
1776100639740681000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,169208511,4.87375,85.00763,415.2672,-29,0,0.2.1
1776100639840679000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,169308493,5.0425,65.75877,315.1145,-29,0,0.2.1
1776100639940806000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,169408491,5.04125,65.56336,332.2137,-30,0,0.2.1
1776100640040632000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,169508470,5.04125,65.66106,332.2137,-29,0,0.2.1
1776100640140668000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,169608516,5.0425,65.75877,332.2137,-30,0,0.2.1
1776100640240787000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,169708478,5.0425,65.85648,332.2137,-29,0,0.2.1
1776100640339734000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,169808530,5.0475,65.56336,332.2137,-30,0,0.2.1
1776100640440653000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,169908534,5.04,65.85648,332.2137,-29,0,0.2.1
1776100640540669000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,170008532,5.04125,65.85648,332.2137,-29,0,0.2.1
1776100640642806000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,170108493,5.0425,65.56336,332.2137,-30,0,0.2.1
1776100640740717000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,170208515,4.8725,148.9099,725.4962,-30,0,0.2.1
1776100640840917000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,170308485,5.04125,65.75877,305.3435,-35,0,0.2.1
1776100640940978000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,170408532,5.0425,65.56336,332.2137,-29,0,0.2.1
1776100641040725000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,170508470,5.045,65.56336,332.2137,-30,0,0.2.1
1776100641141077000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,170608493,5.0425,65.66106,332.2137,-29,0,0.2.1
1776100641241040000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,170708494,5.04125,65.75877,332.2137,-29,0,0.2.1
1776100641342899000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,170808540,5.04125,65.56336,332.2137,-30,0,0.2.1
1776100641443133000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,170908523,5.04125,65.66106,332.2137,-29,0,0.2.1
1776100641541006000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,171008532,5.04125,65.56336,320,-30,0,0.2.1
1776100641640860000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,171108522,5.04125,65.56336,332.2137,-30,0,0.2.1
1776100641740752000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,171208475,4.8775,145.2946,708.3969,-34,0,0.2.1
1776100641840741000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,171308515,5.0425,65.66106,332.2137,-30,0,0.2.1
1776100641940499000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,171408480,5.04125,65.75877,332.2137,-30,0,0.2.1
1776100642040831000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,171508486,5.0475,65.56336,332.2137,-30,0,0.2.1
1776100642140772000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,171608463,5.0425,65.85648,332.2137,-29,0,0.2.1
1776100642242312000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,171708468,5.0425,65.56336,327.3282,-29,0,0.2.1
1776100642342159000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,171808516,5.0425,65.56336,332.2137,-30,0,0.2.1
1776100642444824000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,171908471,5.0425,65.56336,332.2137,-29,0,0.2.1
1776100642551677000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,172008476,5.0425,65.66106,307.7863,-29,0,0.2.1
1776100642640860000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,172108509,5.0425,65.56336,332.2137,-30,0,0.2.1
1776100642740881000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,172208520,4.9525,140.6046,696.1832,-30,0,0.2.1
1776100642840715000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,172308478,5.04125,65.56336,332.2137,-30,0,0.2.1
1776100642940936000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,172408540,5.0425,65.66106,332.2137,-29,0,0.2.1
1776100643040966000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,172508575,5.04125,65.56336,332.2137,-29,0,0.2.1
1776100643140804000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,172608476,5.0425,65.56336,332.2137,-30,0,0.2.1
1776100643240745000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,172708468,5.04125,65.56336,315.1145,-30,0,0.2.1
1776100643340898000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,172808463,5.04125,65.75877,332.2137,-29,0,0.2.1
1776100643440796000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,172908494,5.0425,65.56336,332.2137,-30,0,0.2.1
1776100643542620000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,173008533,5.0425,65.56336,332.2137,-30,0,0.2.1
1776100643640940000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,173108494,5.0425,65.66106,332.2137,-30,0,0.2.1
1776100643740806000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,173208491,5.04125,66.54046,337.0992,-29,0,0.2.1
